words,count_up,count_down,total,polarity_score
좌하/NNG,15.0,14.0,29.0,1.4837236326909584
밸류/NNG,182.0,169.0,351.0,1.4913324718329632
상승효과/NNG,17.0,13.0,30.0,1.8109037157971697
디커플링/NNG,52.0,34.0,86.0,2.117942754115721
협박/NNG,12.0,7.0,19.0,2.3739578123055334
금융시장/NNG;변동성/NNG;확대/NNG,27.0,28.0,55.0,1.3353512694218626
사회주의/NNG,14.0,7.0,21.0,2.7696174476897886
일지/NNG,20.0,20.0,40.0,1.3848087238448943
수수수/MAG,19.0,17.0,36.0,1.5477273972384116
금리정상화/NNG,117.0,116.0,233.0,1.3967467300849368
제목/NNG,33.0,13.0,46.0,3.515283683606271
재건축/NNG,66.0,64.0,130.0,1.4280839964650474
신용스프레드/NNG;소폭/MAG;축소/NNG,10.0,9.0,19.0,1.5386763598276605
여겨졌/VV,12.0,12.0,24.0,1.3848087238448945
계열화/NNG,10.0,7.0,17.0,1.9782981769212777
상공/NNG,19.0,14.0,33.0,1.8793832680752138
gdp/NNG;예상/NNG;상회/NNG,12.0,6.0,18.0,2.769617447689789
달래/VV,13.0,11.0,24.0,1.63659212818033
나타난다고/VV,13.0,9.0,22.0,2.0002792677759587
숏커버링/NNG,18.0,18.0,36.0,1.3848087238448945
상환능력/NNG,146.0,121.0,267.0,1.6709262287715254
가근/NNG,39.0,18.0,57.0,3.000418901663938
수로/NNG,13.0,8.0,21.0,2.2503141762479535
상장예비심사/NNG,12.0,5.0,17.0,3.3235409372277465
장소/NNG,12.0,12.0,24.0,1.3848087238448945
소급/NNG,11.0,9.0,20.0,1.6925439958104267
승부/NNG,19.0,9.0,28.0,2.9234850836725546
간격/NNG,36.0,35.0,71.0,1.4243746873833198
목표제/NNG,18.0,17.0,35.0,1.4662680605416532
연소득/NNG,33.0,25.0,58.0,1.8279475154752607
약국/NNG,17.0,9.0,26.0,2.6157498117070226
자산부채/NNG,165.0,66.0,231.0,3.4620218096122364
에르/NNG,15.0,11.0,26.0,1.8883755325157654
역효과/NNG,10.0,10.0,20.0,1.3848087238448943
우스/NNG,19.0,5.0,24.0,5.262273150610598
회동/NNG,18.0,18.0,36.0,1.3848087238448945
은한/NNG,15.0,13.0,28.0,1.5978562198210322
낯선/VA,24.0,8.0,32.0,4.154426171534683
보유기업/NNG,22.0,8.0,30.0,3.80822399057346
스몰딜/NNG,10.0,10.0,20.0,1.3848087238448943
대내외/NNG;경기/NNG;불확실성/NNG,41.0,31.0,72.0,1.8315212154077636
대략/NNG,17.0,15.0,32.0,1.569449887024214
대리인/NNG,14.0,8.0,22.0,2.4234152667285653
끼얹/VV,20.0,20.0,40.0,1.3848087238448943
민간/NNG;소비/NNG;회복/NNG,19.0,20.0,39.0,1.3155682876526495
자산/NNG;가격/NNG;상승/NNG,30.0,19.0,49.0,2.1865400902814125
예외/NNG,57.0,59.0,116.0,1.3378660552399826
기업금융/NNG,78.0,80.0,158.0,1.3501885057487721
사도/NNG,15.0,11.0,26.0,1.8883755325157654
한번/MAG,17.0,16.0,33.0,1.4713592690852002
탄성/NNG,17.0,10.0,27.0,2.3541748305363206
총동원/NNG,12.0,5.0,17.0,3.3235409372277465
어울리/VV,11.0,9.0,20.0,1.6925439958104267
작성/NNG,1366.0,1449.0,2815.0,1.3054856568475677
건설/NNG;투자/NNG;부진/NNG,9.0,8.0,17.0,1.5579098143255063
수령/NNG,39.0,40.0,79.0,1.3501885057487721
주보/NNG,21.0,22.0,43.0,1.3218628727610358
출현/NNG,26.0,27.0,53.0,1.333519511850639
패턴/NNG,360.0,287.0,647.0,1.7370423016869756
세기/NNG,23.0,12.0,35.0,2.6542167207027147
취임/NNG,102.0,98.0,200.0,1.441331528899788
비유동자산/NNG,15.0,5.0,20.0,4.154426171534683
통장/NNG,93.0,76.0,169.0,1.6945685699680944
코끼리/NNG,15.0,2.0,17.0,10.386065428836709
간월/NNG,31.0,20.0,51.0,2.1464535219595864
한매/NNG,96.0,19.0,115.0,6.996928288900519
준칙/NNG,12.0,12.0,24.0,1.3848087238448945
오일쇼크/NNG,32.0,23.0,55.0,1.9266903983928967
단기물/NNG;약세/NNG,24.0,21.0,45.0,1.582638541537022
자본시장법/NNG,18.0,14.0,32.0,1.7804683592291501
어떠/NNG,1760.0,1864.0,3624.0,1.3075447177934625
취업자/NNG,136.0,126.0,262.0,1.4947141781182989
자본증권/NNG,89.0,84.0,173.0,1.4672378145499476
산업/NNG;생산/NNG;부진/NNG,16.0,6.0,22.0,3.692823263586386
신용위험평가/NNG,26.0,12.0,38.0,3.0004189016639384
등급간/NNG,91.0,83.0,174.0,1.518284263492595
본원/NNG,18.0,17.0,35.0,1.4662680605416532
연연/NNG,9.0,8.0,17.0,1.5579098143255063
선택법/NNG,21.0,7.0,28.0,4.154426171534683
유념/NNG,36.0,30.0,66.0,1.6617704686138737
과잉/NNG,176.0,187.0,363.0,1.303349387148136
속하/VV,35.0,31.0,66.0,1.5634937204700419
왜곡/NNG,73.0,55.0,128.0,1.8380188516486782
bbb+등급/NNG,24.0,24.0,48.0,1.3848087238448945
경기/NNG;호전/NNG,11.0,7.0,18.0,2.176127994613406
서경/NNG,183.0,149.0,332.0,1.700805345393394
매번/MAG,15.0,9.0,24.0,2.3080145397414906
외화차입/NNG,21.0,14.0,35.0,2.0772130857673416
고등급/NNG,10.0,8.0,18.0,1.731010904806118
대체자산/NNG,33.0,14.0,47.0,3.2641919919201086
양대/NNG,9.0,8.0,17.0,1.5579098143255063
내세운/VV,17.0,15.0,32.0,1.569449887024214
금리/NNG;낙폭/NNG;확대/NNG,19.0,15.0,34.0,1.7540910502035332
숙제/NNG,22.0,23.0,45.0,1.3245996488951166
하방/NNG;경직/NNG,10.0,10.0,20.0,1.3848087238448943
보장성보험/NNG,28.0,5.0,33.0,7.754928853531408
글로벌/NNG;경기/NNG;침체/NNG;우려/NNG,9.0,8.0,17.0,1.5579098143255063
가늠/NNG,122.0,110.0,232.0,1.5358787664461557
법정최고금리/NNG,18.0,10.0,28.0,2.49265570292081
장단기스프레드/NNG;축소/NNG,56.0,42.0,98.0,1.8464116317931925
매니페스토/NNG,16.0,1.0,17.0,22.156939581518312
무더기/NNG,9.0,9.0,18.0,1.3848087238448945
예치금/NNG,79.0,57.0,136.0,1.91929630146924
외부자금/NNG,21.0,17.0,38.0,1.7106460706319286
발행시장/NNG;호조/NNG,12.0,5.0,17.0,3.3235409372277465
야기/NNG,123.0,117.0,240.0,1.4558245558369405
자본/NNG;감소/NNG,13.0,5.0,18.0,3.6005026819967254
주주/NNG,276.0,230.0,506.0,1.6617704686138732
경과/NNG,79.0,80.0,159.0,1.3674986147968333
심리/NNG;부담/NNG,16.0,14.0,30.0,1.5826385415370223
용어/NNG,18.0,18.0,36.0,1.3848087238448945
금리갭/NNG;축소/NNG,16.0,17.0,33.0,1.303349387148136
디폴트옵션/NNG,27.0,22.0,49.0,1.6995379792641887
연이/VV,90.0,94.0,184.0,1.325880693042984
행태/NNG,52.0,51.0,103.0,1.4119618360771473
재무/NNG;부담/NNG;확대/NNG,17.0,16.0,33.0,1.4713592690852002
경제/NNG;호조/NNG,17.0,14.0,31.0,1.681553450383086
소비지/NNG,13.0,4.0,17.0,4.500628352495907
단호/NNG,12.0,10.0,22.0,1.6617704686138732
채권시장/NNG;우호적/VAX,47.0,41.0,88.0,1.5874636590417082
내수/NNG;확대/NNG,13.0,7.0,20.0,2.571787629997661
고성장/NNG,38.0,40.0,78.0,1.3155682876526495
다각도/NNG,12.0,5.0,17.0,3.3235409372277465
eps/NNG,178.0,188.0,366.0,1.3111486853425065
기인/NNG,345.0,362.0,707.0,1.3197762699626756
인플레이션/NNG;우려/NNG,39.0,30.0,69.0,1.8002513409983631
개방형펀드/NNG,23.0,2.0,25.0,15.925300324216286
전입액/NNG,49.0,13.0,62.0,5.219663651415371
비상장/NNG,82.0,19.0,101.0,5.9765429134358605
연방정부/NNG,105.0,72.0,177.0,2.019512722273804
신용위기/NNG,24.0,24.0,48.0,1.3848087238448945
우량자산/NNG,14.0,6.0,20.0,3.231220355638087
사업비/NNG,55.0,37.0,92.0,2.058499454364032
변경상장/NNG,13.0,5.0,18.0,3.6005026819967254
글로벌/NNG;경기/NNG;부진/NNG,9.0,9.0,18.0,1.3848087238448945
서부텍사스산원유/NNG;가격/NNG;오르/VV,14.0,8.0,22.0,2.4234152667285653
외연/NNG,11.0,7.0,18.0,2.176127994613406
과매도/NNG,47.0,23.0,70.0,2.829826522639567
전망/NNG;지지/NNG,9.0,8.0,17.0,1.5579098143255063
만호/NNG,10.0,8.0,18.0,1.731010904806118
국고채/NNG;입찰/NNG;호조/NNG,22.0,11.0,33.0,2.7696174476897895
위험/NNG;축소/NNG,16.0,7.0,23.0,3.1652770830740447
엄격/NNG,49.0,19.0,68.0,3.571348814126307
협력업체/NNG,41.0,20.0,61.0,2.8388578838820333
초과유동성/NNG,20.0,4.0,24.0,6.924043619224472
투자수익률/NNG,151.0,142.0,293.0,1.4725782908491485
기본소득/NNG,10.0,8.0,18.0,1.731010904806118
꺼지/VV,19.0,14.0,33.0,1.8793832680752138
무화/NNG,17.0,10.0,27.0,2.3541748305363206
리볼빙/NNG,51.0,39.0,90.0,1.81090371579717
전망/NNG;하향/NNG;전망/NNG;하향/NNG,26.0,25.0,51.0,1.4402010727986903
듀레이션/NNG;증가/NNG,16.0,9.0,25.0,2.461882175724257
광산업/NNG,14.0,10.0,24.0,1.938732213382852
회자/NNG,15.0,14.0,29.0,1.4837236326909584
공상/NNG,30.0,9.0,39.0,4.616029079482981
경상/NNG;수지/NNG;적자/NNG,14.0,12.0,26.0,1.6156101778190435
몰아주/VV,24.0,7.0,31.0,4.747915624611067
지표/NNG;상승/NNG,12.0,12.0,24.0,1.3848087238448945
공방/NNG,35.0,35.0,70.0,1.3848087238448943
알려짐/VV,11.0,10.0,21.0,1.523289596229384
실험/NNG,23.0,19.0,42.0,1.6763474025490828
지출비중/NNG,22.0,11.0,33.0,2.7696174476897895
차례차례/MAG,19.0,13.0,32.0,2.023951211773307
일계/NNG,13.0,6.0,19.0,3.0004189016639384
본토/NNG,66.0,56.0,122.0,1.6320959959600543
드레드/NNG,31.0,31.0,62.0,1.3848087238448943
월래/NNG,45.0,42.0,87.0,1.4837236326909584
dps/NNG,50.0,12.0,62.0,5.770036349353727
국의/NNG,11.0,11.0,22.0,1.3848087238448947
순응/NNG,15.0,7.0,22.0,2.967447265381917
순이익/NNG,421.0,402.0,823.0,1.4502598824345785
보육/NNG,10.0,7.0,17.0,1.9782981769212777
이해관계/NNG,35.0,31.0,66.0,1.5634937204700419
논쟁/NNG,62.0,50.0,112.0,1.717162817567669
정부보증채/NNG,13.0,10.0,23.0,1.8002513409983627
분사/NNG,23.0,22.0,45.0,1.4477545749287535
산업은행/NNG,335.0,336.0,671.0,1.380687269309642
국고채/NNG;금리/NNG;인하/NNG,11.0,9.0,20.0,1.6925439958104267
유혹/NNG,13.0,7.0,20.0,2.571787629997661
매수강도/NNG,34.0,35.0,69.0,1.3452427603064687
교통공사/NNG,17.0,12.0,29.0,1.9618123587802672
소기업낙관지수/NNG,19.0,16.0,35.0,1.644460359565812
소프트/NNG,13.0,5.0,18.0,3.6005026819967254
위험가중자산/NNG,20.0,12.0,32.0,2.308014539741491
심판/NNG,13.0,7.0,20.0,2.571787629997661
경제/NNG;안정/NNG;성장/NNG,11.0,6.0,17.0,2.53881599371564
박자/NNG,11.0,9.0,20.0,1.6925439958104267
반격/NNG,10.0,9.0,19.0,1.5386763598276605
필라델피아제조업지수/NNG,18.0,10.0,28.0,2.49265570292081
공급/NNG;차질/NNG,13.0,10.0,23.0,1.8002513409983627
단일시장/NNG,24.0,7.0,31.0,4.747915624611067
덧붙여/VV,18.0,14.0,32.0,1.7804683592291501
순발행금액/NNG,77.0,68.0,145.0,1.5680922314126011
기장/NNG,13.0,9.0,22.0,2.0002792677759587
식료품/NNG,134.0,130.0,264.0,1.4274182230401222
취급액/NNG,40.0,40.0,80.0,1.3848087238448943
수요예측/NNG;흥행/NNG;성공/NNG,14.0,7.0,21.0,2.7696174476897886
국고채/NNG;통안채/NNG;스프레드/NNG;확대/NNG,59.0,13.0,72.0,6.28490113129606
세전이익/NNG,87.0,25.0,112.0,4.819134358980232
측정/NNG,86.0,89.0,175.0,1.3381297780973136
일변도/NNG,11.0,11.0,22.0,1.3848087238448947
중장기물/NNG,205.0,184.0,389.0,1.5428575455880615
권함/VV,10.0,9.0,19.0,1.5386763598276605
이렇/VA,37.0,39.0,76.0,1.3137928918528488
금융안정보고서/NNG,32.0,16.0,48.0,2.769617447689789
투자등급채/NNG,36.0,23.0,59.0,2.1675266981920087
코코/NNG,23.0,5.0,28.0,6.370120129686514
화이트리스트/NNG,24.0,21.0,45.0,1.582638541537022
플랜/NNG,19.0,17.0,36.0,1.5477273972384116
붉은색/NNG,24.0,23.0,47.0,1.4450177987946724
어렵/VA;금리/NNG;인하/NNG,11.0,11.0,22.0,1.3848087238448947
현금성자산/NNG,88.0,90.0,178.0,1.3540351966483413
금리/NNG;상단/NNG;제한/NNG,10.0,9.0,19.0,1.5386763598276605
bps/NNG,85.0,90.0,175.0,1.3078749058535115
발행가액/NNG,10.0,10.0,20.0,1.3848087238448943
채권/NNG;금리/NNG;급등/NNG,19.0,20.0,39.0,1.3155682876526495
정치/NNG;불확실성/NNG;확대/NNG,14.0,9.0,23.0,2.1541469037587246
계정/NNG,130.0,92.0,222.0,1.9567949358677856
지주/NNG,260.0,215.0,475.0,1.6746524102310354
하락/NNG;효과/NNG,23.0,22.0,45.0,1.4477545749287535
다트/NNG,17.0,15.0,32.0,1.569449887024214
채권시장/NNG;강세/NNG,118.0,122.0,240.0,1.3394051591286684
금리/NNG;넘/VV,16.0,13.0,29.0,1.704379967809101
세계화/NNG,32.0,21.0,53.0,2.1101847220493632
중시/NNG,54.0,46.0,100.0,1.6256450236440065
전통자산/NNG,12.0,6.0,18.0,2.769617447689789
달러자산/NNG,15.0,10.0,25.0,2.0772130857673416
저축/NNG,260.0,261.0,521.0,1.3795029432937647
기류/NNG,14.0,12.0,26.0,1.6156101778190435
접종/NNG,28.0,16.0,44.0,2.4234152667285653
재무/NNG;위험/NNG,9.0,9.0,18.0,1.3848087238448945
회계법인/NNG,22.0,23.0,45.0,1.3245996488951166
번주/NNG,26.0,11.0,37.0,3.27318425636066
연체율/NNG;상승/NNG,16.0,16.0,32.0,1.3848087238448945
국방비/NNG,23.0,13.0,36.0,2.4500462037255826
cds/NNG;스프레드/NNG;축소/NNG,11.0,10.0,21.0,1.523289596229384
인상/NNG;어렵/VA,13.0,5.0,18.0,3.6005026819967254
미사일/NNG,49.0,43.0,92.0,1.5780378481023216
국지/NNG,17.0,15.0,32.0,1.569449887024214
연매/NNG,13.0,6.0,19.0,3.0004189016639384
일부구간/NNG,14.0,5.0,19.0,3.877464426765704
국채입찰/NNG,82.0,67.0,149.0,1.6948405276907663
대리/NNG,10.0,9.0,19.0,1.5386763598276605
fed/NNG;자산/NNG;축소/NNG,14.0,11.0,25.0,1.7624838303480475
표하/VV,12.0,8.0,20.0,2.0772130857673416
실리/NNG,13.0,9.0,22.0,2.0002792677759587
돌이켜/VV,20.0,16.0,36.0,1.731010904806118
실물/NNG;경제/NNG;회복/NNG,12.0,9.0,21.0,1.8464116317931925
중증/NNG,10.0,7.0,17.0,1.9782981769212777
막연/NNG,22.0,19.0,41.0,1.603462732873036
글로벌/NNG;경기/NNG;둔화/NNG,28.0,29.0,57.0,1.3370566988847257
대담/NNG,13.0,12.0,25.0,1.5002094508319692
정책/NNG;불확실성/NNG;해소/NNG,12.0,5.0,17.0,3.3235409372277465
논하/VV,26.0,19.0,45.0,1.8950014115772242
물가/NNG;상승률/NNG;높/VA,17.0,14.0,31.0,1.681553450383086
경기/NNG;불안/NNG,11.0,11.0,22.0,1.3848087238448947
추진력/NNG,15.0,14.0,29.0,1.4837236326909584
자금부족/NNG,20.0,9.0,29.0,3.077352719655321
일반공모/NNG,19.0,12.0,31.0,2.1926138127544164
경제/NNG;성장/NNG,77.0,81.0,158.0,1.316423107852554
변질/NNG,13.0,6.0,19.0,3.0004189016639384
영업외비용/NNG,13.0,5.0,18.0,3.6005026819967254
내각/NNG,24.0,14.0,38.0,2.3739578123055334
맴돌/VV,14.0,10.0,24.0,1.938732213382852
무너/VV,79.0,54.0,133.0,2.0259238737730865
경기/NNG;과열/NNG,9.0,8.0,17.0,1.5579098143255063
홍콩h주/NNG,119.0,110.0,229.0,1.4981112557958403
다가서/VV,19.0,17.0,36.0,1.5477273972384116
예상/NNG;금리/NNG;인상/NNG,20.0,12.0,32.0,2.308014539741491
만만/NNG,65.0,48.0,113.0,1.8752618135399615
도소매/NNG,63.0,55.0,118.0,1.5862354473132427
소관/NNG,14.0,9.0,23.0,2.1541469037587246
별주/NNG,74.0,2.0,76.0,51.237922782261094
상향/NNG;하향/NNG,16.0,14.0,30.0,1.5826385415370223
a등급/NNG,501.0,441.0,942.0,1.5732180740278734
정액/NNG,23.0,15.0,38.0,2.1233733765621716
소프트패치/NNG,26.0,13.0,39.0,2.769617447689789
공모/NNG,505.0,478.0,983.0,1.463030137116468
마냥/MAG,26.0,25.0,51.0,1.4402010727986903
공무원연금/NNG,11.0,9.0,20.0,1.6925439958104267
디폴트/NNG;우려/NNG,10.0,8.0,18.0,1.731010904806118
긴축/NNG;효과/NNG,12.0,10.0,22.0,1.6617704686138732
공시이율/NNG,42.0,8.0,50.0,7.270245800185696
일관/NNG,52.0,55.0,107.0,1.3092737025442638
지리/NNG,18.0,13.0,31.0,1.9174274637852387
회전신용/NNG,13.0,9.0,22.0,2.0002792677759587
문턱/NNG,32.0,28.0,60.0,1.5826385415370223
외환규제/NNG,55.0,28.0,83.0,2.720159993266757
호반/NNG,46.0,28.0,74.0,2.2750429034594695
세이프가드/NNG,11.0,9.0,20.0,1.6925439958104267
반정부/NNG,21.0,8.0,29.0,3.635122900092848
신규물/NNG,10.0,8.0,18.0,1.731010904806118
도심/NNG,46.0,43.0,89.0,1.481423285973608
호흡/NNG,18.0,15.0,33.0,1.6617704686138737
공산당/NNG,23.0,16.0,39.0,1.9906625405270357
bbb등급/NNG,137.0,111.0,248.0,1.7091783348355907
루피/NNG,270.0,235.0,505.0,1.591056831651581
불식/NNG,16.0,16.0,32.0,1.3848087238448945
그저/MAG,12.0,12.0,24.0,1.3848087238448945
불확실성/NNG;확대/NNG,41.0,41.0,82.0,1.3848087238448943
권고/NNG,155.0,159.0,314.0,1.3499707685280418
주전/NNG,373.0,353.0,726.0,1.4632681416264748
복사/NNG,49.0,34.0,83.0,1.9957537490705832
신계약/NNG,57.0,21.0,78.0,3.7587665361504277
높/VA;증가/NNG,20.0,15.0,35.0,1.846411631793193
역내/NNG,51.0,50.0,101.0,1.4125048983217925
지급여력/NNG,12.0,10.0,22.0,1.6617704686138732
소득대체율/NNG,15.0,2.0,17.0,10.386065428836709
하드/NNG,16.0,2.0,18.0,11.078469790759156
임대업/NNG,48.0,44.0,92.0,1.5107004260126122
우려/NNG;낮/VA,15.0,11.0,26.0,1.8883755325157654
속내/NNG,11.0,8.0,19.0,1.90411199528673
cd/NNG;금리/NNG;상승/NNG,24.0,19.0,43.0,1.7492320722251298
물가/NNG;충격/NNG,22.0,13.0,35.0,2.343522455737514
선회/NNG,80.0,63.0,143.0,1.7584872683744692
대출/NNG;줄/VV,11.0,7.0,18.0,2.176127994613406
보유세/NNG,11.0,7.0,18.0,2.176127994613406
하단/NNG;지지/NNG,20.0,19.0,39.0,1.4576933935209415
등락폭/NNG,14.0,11.0,25.0,1.7624838303480475
시정/NNG,13.0,13.0,26.0,1.3848087238448945
자이/NNG,13.0,13.0,26.0,1.3848087238448945
차별/NNG,88.0,90.0,178.0,1.3540351966483413
생산설비/NNG,30.0,24.0,54.0,1.7310109048061182
월비/NNG,82.0,85.0,167.0,1.3359331218268393
인민/NNG,25.0,8.0,33.0,4.327527262015295
회색/NNG,18.0,12.0,30.0,2.0772130857673416
물가/NNG;상승/NNG;압력/NNG,40.0,33.0,73.0,1.6785560289029025
동그라미/NNG,35.0,35.0,70.0,1.3848087238448943
언제/MAG,67.0,63.0,130.0,1.472733087263618
위험/NNG;우려/NNG,17.0,9.0,26.0,2.6157498117070226
오성/NNG,64.0,63.0,127.0,1.4067898146995754
ndf시장/NNG,19.0,12.0,31.0,2.1926138127544164
단속/NNG,15.0,9.0,24.0,2.3080145397414906
한참/NNG,18.0,11.0,29.0,2.2660506390189186
갈수록/MAG,171.0,168.0,339.0,1.4095374510564105
고찰/NNG,20.0,14.0,34.0,1.9782981769212777
템플/NNG,16.0,5.0,21.0,4.431387916303662
광명/NNG,36.0,10.0,46.0,4.98531140584162
계절성/NNG,46.0,48.0,94.0,1.3271083603513574
기대/NNG;강세/NNG,15.0,11.0,26.0,1.8883755325157654
전략/NNG,2851.0,2110.0,4961.0,1.8711325458207555
신청서/NNG,14.0,11.0,25.0,1.7624838303480475
아웃풋갭/NNG,29.0,20.0,49.0,2.007972649575097
살피/VV,232.0,194.0,426.0,1.6560599171753378
채권/NNG;선호/NNG,10.0,10.0,20.0,1.3848087238448943
종신/NNG,25.0,25.0,50.0,1.3848087238448943
재고율/NNG,26.0,19.0,45.0,1.8950014115772242
나래/NNG,22.0,22.0,44.0,1.3848087238448947
소문/NNG,19.0,14.0,33.0,1.8793832680752138
전망/NNG;긍정적/VAX,21.0,18.0,39.0,1.6156101778190435
발행주식수/NNG,18.0,5.0,23.0,4.98531140584162
단단/NNG,22.0,13.0,35.0,2.343522455737514
일으켰/VV,10.0,9.0,19.0,1.5386763598276605
지인/NNG,13.0,13.0,26.0,1.3848087238448945
열악/NNG,13.0,13.0,26.0,1.3848087238448945
질의/NNG,173.0,70.0,243.0,3.4224558460738104
기업/NNG;실적/NNG;부진/NNG,13.0,8.0,21.0,2.2503141762479535
수출입금융/NNG,53.0,50.0,103.0,1.467897247275588
스모/NNG,88.0,87.0,175.0,1.4007260654982843
풋옵션/NNG,16.0,15.0,31.0,1.4771293054345545
주춤/MAG,186.0,182.0,368.0,1.415244080412914
입법화/NNG,21.0,13.0,34.0,2.236998707749445
조립/NNG,13.0,11.0,24.0,1.63659212818033
보완자본/NNG,38.0,24.0,62.0,2.1926138127544164
단기/NNG;금리/NNG;상승/NNG,34.0,27.0,61.0,1.7438332078046819
보입니다/VV,30.0,19.0,49.0,2.1865400902814125
어음/NNG,37.0,32.0,69.0,1.6011850869456592
바이백/NNG,129.0,57.0,186.0,3.1340407960700243
벌거벗/VV,30.0,1.0,31.0,41.544261715346835
매달/MAG,52.0,51.0,103.0,1.4119618360771473
국고채/NNG;수익률/NNG;하락/NNG,19.0,14.0,33.0,1.8793832680752138
직책/NNG,18.0,12.0,30.0,2.0772130857673416
노령화/NNG,9.0,9.0,18.0,1.3848087238448945
공동주택/NNG,29.0,16.0,45.0,2.5099658119688715
자금사정/NNG,53.0,21.0,74.0,3.4949934458942575
실성/NNG,17.0,6.0,23.0,3.9236247175605343
타국/NNG,14.0,14.0,28.0,1.3848087238448943
스몰캡/NNG,11.0,11.0,22.0,1.3848087238448947
대내외/NNG;불확실성/NNG,29.0,26.0,55.0,1.5445943458269977
매도헤지/NNG,14.0,14.0,28.0,1.3848087238448943
디플레이션갭/NNG,52.0,48.0,100.0,1.5002094508319692
산식/NNG,31.0,32.0,63.0,1.3415334512247414
건보/NNG,18.0,5.0,23.0,4.98531140584162
개구리/NNG,21.0,9.0,30.0,3.231220355638087
내부거래/NNG,22.0,3.0,25.0,10.15526397486256
적기시정조치/NNG,12.0,6.0,18.0,2.769617447689789
불평등/NNG,33.0,4.0,37.0,11.424671971720379
선형/NNG,13.0,12.0,25.0,1.5002094508319692
부동산/NNG;가격/NNG;하락/NNG,18.0,17.0,35.0,1.4662680605416532
외화증권/NNG,18.0,11.0,29.0,2.2660506390189186
물가/NNG;상승/NNG;압력/NNG;높/VA,10.0,10.0,20.0,1.3848087238448943
김영란법/NNG,11.0,6.0,17.0,2.53881599371564
긴축/NNG;전환/NNG,22.0,21.0,43.0,1.4507519964089373
민간/NNG;소비/NNG;둔화/NNG,10.0,7.0,17.0,1.9782981769212777
이직률/NNG,12.0,8.0,20.0,2.0772130857673416
하락/NNG;부정적/VAX,17.0,12.0,29.0,1.9618123587802672
남동/NNG,11.0,6.0,17.0,2.53881599371564
보험자산/NNG,173.0,128.0,301.0,1.8716555408216151
입증/NNG,44.0,35.0,79.0,1.7409023956907246
성립/NNG,14.0,11.0,25.0,1.7624838303480475
회사채/NNG;수요예측/NNG;흥행/NNG,12.0,12.0,24.0,1.3848087238448945
명목채/NNG,27.0,13.0,40.0,2.876141195677858
국유/NNG,36.0,23.0,59.0,2.1675266981920087
금리/NNG;추세/NNG;상승/NNG,11.0,9.0,20.0,1.6925439958104267
부동산/NNG;경기/NNG;둔화/NNG,13.0,7.0,20.0,2.571787629997661
반대표/NNG,14.0,11.0,25.0,1.7624838303480475
회복/NNG;더디/VA,9.0,8.0,17.0,1.5579098143255063
내외/NNG;금리갭/NNG;축소/NNG,12.0,11.0,23.0,1.5107004260126122
출자금/NNG,16.0,7.0,23.0,3.1652770830740447
변동성/NNG;낮/VA,13.0,13.0,26.0,1.3848087238448945
셰어/NNG,15.0,15.0,30.0,1.3848087238448945
자명/NNG,11.0,7.0,18.0,2.176127994613406
성장/NNG;경로/NNG;하방/NNG;위험/NNG,11.0,7.0,18.0,2.176127994613406
경기/NNG;부진/NNG,51.0,45.0,96.0,1.5694498870242137
첨단산업/NNG,23.0,12.0,35.0,2.6542167207027147
평년/NNG,14.0,14.0,28.0,1.3848087238448943
신용등급/NNG;강등/NNG,46.0,45.0,91.0,1.4155822510414477
원내대표/NNG,20.0,12.0,32.0,2.308014539741491
고용/NNG;늘/VV,13.0,10.0,23.0,1.8002513409983627
소비자/NNG;물가/NNG;상승률/NNG;둔화/NNG,9.0,8.0,17.0,1.5579098143255063
대여/NNG,61.0,64.0,125.0,1.319895814914665
매도가능증권/NNG,16.0,2.0,18.0,11.078469790759156
바닥/NNG,347.0,342.0,689.0,1.4050544654215742
결성/NNG,15.0,14.0,29.0,1.4837236326909584
경제동향/NNG,62.0,28.0,90.0,3.0663621742279803
유심히/MAG,11.0,9.0,20.0,1.6925439958104267
주택시장/NNG;안정/NNG,11.0,8.0,19.0,1.90411199528673
제지/NNG,87.0,75.0,162.0,1.6063781196600775
중의원/NNG,17.0,8.0,25.0,2.9427185381704004
편입종목/NNG,39.0,38.0,77.0,1.4212510586829181
기대/NNG;하회/NNG,11.0,7.0,18.0,2.176127994613406
대치/NNG,20.0,17.0,37.0,1.62918673393517
환영/NNG,33.0,24.0,57.0,1.90411199528673
산업활동/NNG,154.0,151.0,305.0,1.412321479947773
우버/NNG,16.0,10.0,26.0,2.215693958151831
양극화/NNG,191.0,147.0,338.0,1.7993092942474476
경제/NNG;확장/NNG,9.0,9.0,18.0,1.3848087238448945
파마/NNG,10.0,9.0,19.0,1.5386763598276605
노동시장/NNG;개선/NNG,10.0,9.0,19.0,1.5386763598276605
오직/MAG,11.0,11.0,22.0,1.3848087238448947
유로5/NNG,26.0,21.0,47.0,1.7145250866651076
예산편성/NNG,13.0,12.0,25.0,1.5002094508319692
시장지위/NNG,64.0,47.0,111.0,1.885696985661133
경제/NNG;견실/NNG;성장/NNG,14.0,7.0,21.0,2.7696174476897886
윤창/NNG,172.0,64.0,236.0,3.7216734453331535
호재/NNG,399.0,375.0,774.0,1.4734364821709678
책임준비금/NNG,72.0,18.0,90.0,5.539234895379578
완충/NNG,107.0,107.0,214.0,1.3848087238448943
입법/NNG,37.0,28.0,65.0,1.8299258136521819
진보/NNG,23.0,9.0,32.0,3.538955627603619
