words,count_up,count_down,total,polarity_score
불확실성/NNG;증대/NNG,13.0,26.0,39.0,0.6924043619224473
지원/NNG,1621.0,3266.0,4887.0,0.6873162710816209
캐피털사/NNG,4.0,23.0,27.0,0.24083629979911209
공언/NNG,11.0,24.0,35.0,0.63470399842891
재정/NNG;악화/NNG,8.0,16.0,24.0,0.6924043619224473
가상화폐/NNG,13.0,49.0,62.0,0.3673982328568087
모기업/NNG,9.0,26.0,35.0,0.47935686594630966
개인사업자/NNG,39.0,88.0,127.0,0.6137220480676238
조명/NNG,5.0,18.0,23.0,0.3846690899569151
전입/NNG,7.0,13.0,20.0,0.7456662359164816
중수익/NNG,3.0,17.0,20.0,0.2443780100902755
리뉴얼/NNG,3.0,15.0,18.0,0.2769617447689789
터지/VV,23.0,45.0,68.0,0.7077911255207239
완결/NNG,4.0,13.0,17.0,0.42609499195227524
인도분/NNG,5.0,35.0,40.0,0.19782981769212776
원고/NNG,6.0,18.0,24.0,0.4616029079482981
제동/NNG,25.0,48.0,73.0,0.7212545436692158
워크아웃/NNG,66.0,272.0,338.0,0.33601976387412885
수요/NNG;인플레이션/NNG;압력/NNG,9.0,17.0,26.0,0.7331340302708266
선택지/NNG,12.0,31.0,43.0,0.536054989875443
일회성/NNG,4.0,23.0,27.0,0.24083629979911209
개통/NNG,15.0,63.0,78.0,0.329716362820213
피스/NNG,1.0,19.0,20.0,0.07288466967604708
복귀/NNG,63.0,140.0,203.0,0.6231639257302024
수면/NNG,17.0,34.0,51.0,0.6924043619224473
자랑/NNG,7.0,21.0,28.0,0.4616029079482981
경기/NNG;불황/NNG,5.0,18.0,23.0,0.3846690899569151
인도량/NNG,3.0,16.0,19.0,0.2596516357209177
경영전략/NNG,6.0,15.0,21.0,0.5539234895379578
어닝쇼크/NNG,28.0,58.0,86.0,0.6685283494423628
접수/NNG,56.0,144.0,200.0,0.5385367259396812
국채교환/NNG,4.0,19.0,23.0,0.2915386787041883
글로벌/NNG;수요/NNG;둔화/NNG,5.0,14.0,19.0,0.49457454423031944
투표/NNG,172.0,361.0,533.0,0.6597980623305314
부동산신탁/NNG,7.0,14.0,21.0,0.6924043619224471
까다롭/VA,15.0,28.0,43.0,0.7418618163454792
카페/NNG,5.0,21.0,26.0,0.329716362820213
애플리케이션/NNG,7.0,15.0,22.0,0.6462440711276174
취소/NNG,61.0,172.0,233.0,0.49112402415429396
공약/NNG,139.0,270.0,409.0,0.7129200467201494
증정/NNG,10.0,22.0,32.0,0.6294585108385884
긴급/NNG,48.0,124.0,172.0,0.536054989875443
수출국/NNG,38.0,94.0,132.0,0.5598162926181488
좁혀졌/VV,9.0,26.0,35.0,0.47935686594630966
이견/NNG,40.0,79.0,119.0,0.7011689740986807
예상/NNG;밑돌/VV,8.0,18.0,26.0,0.6154705439310643
상공회의소/NNG,9.0,34.0,43.0,0.3665670151354133
운수/NNG,42.0,94.0,136.0,0.6187443234200593
경기/NNG;악화/NNG,9.0,24.0,33.0,0.5193032714418354
건물/NNG,51.0,111.0,162.0,0.6362634677125192
전망/NNG;낙관/NNG,6.0,11.0,17.0,0.7553502130063061
궤적/NNG,17.0,61.0,78.0,0.3859303000879214
수당/NNG,12.0,27.0,39.0,0.6154705439310642
대출/NNG;제한/NNG,4.0,14.0,18.0,0.3956596353842556
자산가/NNG,3.0,16.0,19.0,0.2596516357209177
구별/NNG,5.0,16.0,21.0,0.4327527262015295
마찰/NNG,35.0,64.0,99.0,0.7573172708526766
풍림/NNG,7.0,15.0,22.0,0.6462440711276174
평생/NNG,2.0,21.0,23.0,0.1318865451280852
산한/NNG,27.0,70.0,97.0,0.534140507768745
자발/NNG,30.0,75.0,105.0,0.5539234895379578
준비/NNG,213.0,454.0,667.0,0.6497010092047633
길잡이/NNG,11.0,26.0,37.0,0.5858806139343785
프라/NNG,14.0,36.0,50.0,0.5385367259396812
성장/NNG;하방/NNG;위험/NNG,8.0,27.0,35.0,0.4103136959540428
논의/NNG,435.0,787.0,1222.0,0.7654279477414602
충돌/NNG,29.0,62.0,91.0,0.6477331127661603
금융투자/NNG,103.0,227.0,330.0,0.6283493328459212
이마/NNG,8.0,15.0,23.0,0.7385646527172772
모이/VV,17.0,56.0,73.0,0.4203883625957715
기하/VV,17.0,32.0,49.0,0.7356796345426001
리스트/NNG,52.0,97.0,149.0,0.7423716870096342
수습/NNG,6.0,13.0,19.0,0.6391424879284128
리스크오프/NNG,9.0,18.0,27.0,0.6924043619224473
연습장/NNG,5.0,23.0,28.0,0.3010453747488901
하락/NNG;그치/VV,5.0,13.0,18.0,0.532618739940344
다이/NNG,4.0,15.0,19.0,0.3692823263586386
설계/NNG,59.0,144.0,203.0,0.5673869076864498
융자금/NNG,8.0,24.0,32.0,0.4616029079482982
대명/NNG,7.0,16.0,23.0,0.6058538166821413
화재/NNG,42.0,86.0,128.0,0.676301934900995
임신/NNG,4.0,17.0,21.0,0.325837346787034
소유권/NNG,9.0,34.0,43.0,0.3665670151354133
오퍼레이션/NNG,11.0,27.0,38.0,0.5641813319368089
손쉽/VA,10.0,46.0,56.0,0.3010453747488901
브렉시트/NNG,229.0,671.0,900.0,0.47260983272798934
매체/NNG,21.0,46.0,67.0,0.6321952869726692
프로/NNG,17.0,63.0,80.0,0.3736785445295747
고용/NNG;확대/NNG,11.0,20.0,31.0,0.761644798114692
쏠린다/VV,9.0,18.0,27.0,0.6924043619224473
관광객수/NNG,2.0,17.0,19.0,0.162918673393517
센트/NNG,31.0,71.0,102.0,0.6046347949181934
특공/NNG,1.0,25.0,26.0,0.05539234895379578
이용률/NNG,6.0,11.0,17.0,0.7553502130063061
트럼프리스크/NNG,7.0,22.0,29.0,0.44062095758701186
로직/NNG,3.0,17.0,20.0,0.2443780100902755
존속/NNG,4.0,15.0,19.0,0.3692823263586386
금리/NNG;최대/NNG,8.0,27.0,35.0,0.4103136959540428
브루킹스연구소/NNG,6.0,13.0,19.0,0.6391424879284128
뱅킹/NNG,6.0,48.0,54.0,0.1731010904806118
배상/NNG,12.0,107.0,119.0,0.1553056512723246
선두/NNG,19.0,35.0,54.0,0.7517533072300855
일대일로/NNG,8.0,16.0,24.0,0.6924043619224473
최대한/MAG,8.0,15.0,23.0,0.7385646527172772
훈풍/NNG,27.0,80.0,107.0,0.46737294429765186
혼란/NNG,74.0,143.0,217.0,0.7166143046470084
닛케이/NNG,89.0,372.0,461.0,0.33131176457579464
바란다/VV,29.0,70.0,99.0,0.5737064713071706
고금리/NNG;부담/NNG,7.0,16.0,23.0,0.6058538166821413
후보군/NNG,6.0,13.0,19.0,0.6391424879284128
인기/NNG,84.0,195.0,279.0,0.5965329887331854
감정/NNG,4.0,16.0,20.0,0.3462021809612236
회관/NNG,24.0,64.0,88.0,0.5193032714418354
영업일/NNG,47.0,89.0,136.0,0.7313034833787645
매파/NNG;통화/NNG;긴축/NNG;선호/NNG,3.0,26.0,29.0,0.1597856219821032
중후반대/NNG,12.0,22.0,34.0,0.7553502130063061
설비투자지수/NNG,5.0,13.0,18.0,0.532618739940344
노동통계국/NNG,8.0,17.0,25.0,0.651674693574068
장기물/NNG;하락/NNG,6.0,11.0,17.0,0.7553502130063061
명절/NNG,40.0,74.0,114.0,0.7485452561323754
산원/NNG,20.0,44.0,64.0,0.6294585108385884
리트/NNG,10.0,24.0,34.0,0.5770036349353728
공존/NNG,31.0,73.0,104.0,0.5880694580711195
자산/NNG;거품/NNG,11.0,23.0,34.0,0.6622998244475583
외국기업/NNG,7.0,20.0,27.0,0.484683053345713
개방경제/NNG,8.0,19.0,27.0,0.5830773574083766
대상자/NNG,17.0,44.0,61.0,0.5350397342128002
의대/NNG,16.0,38.0,54.0,0.5830773574083766
사면/NNG,3.0,81.0,84.0,0.05128921199425535
오른쪽/NNG,8.0,32.0,40.0,0.3462021809612236
나와야/VV,8.0,19.0,27.0,0.5830773574083766
걸린/VV,6.0,20.0,26.0,0.4154426171534683
고배/NNG,8.0,23.0,31.0,0.48167259959822417
잠재/NNG;성장률/NNG;상회/NNG,4.0,17.0,21.0,0.325837346787034
빅딜/NNG,12.0,31.0,43.0,0.536054989875443
겨울철/NNG,6.0,12.0,18.0,0.6924043619224473
대역폭/NNG,5.0,26.0,31.0,0.266309369970172
경선/NNG,12.0,24.0,36.0,0.6924043619224473
부득불/MAG,3.0,17.0,20.0,0.2443780100902755
멀티플/NNG,6.0,11.0,17.0,0.7553502130063061
비민/NNG,2.0,20.0,22.0,0.13848087238448945
중화/NNG,14.0,40.0,54.0,0.484683053345713
애플/NNG,2.0,18.0,20.0,0.15386763598276607
적합/NNG,31.0,70.0,101.0,0.613272434845596
다자녀/NNG,1.0,36.0,37.0,0.038466908995691516
커버드콜/NNG,10.0,106.0,116.0,0.1306423324381976
지폐/NNG,3.0,23.0,26.0,0.18062722484933405
산업부/NNG,3.0,17.0,20.0,0.2443780100902755
대학교/NNG,27.0,66.0,93.0,0.5665126597547295
부회장/NNG,8.0,44.0,52.0,0.2517834043354354
만전/NNG,8.0,32.0,40.0,0.3462021809612236
기종/NNG,1.0,18.0,19.0,0.07693381799138303
지표/NNG;금리/NNG;상승/NNG,10.0,24.0,34.0,0.5770036349353728
장점/NNG,59.0,137.0,196.0,0.5963774796120348
증서/NNG,6.0,20.0,26.0,0.4154426171534683
지점/NNG,344.0,672.0,1016.0,0.7088901800634578
관계자/NNG,269.0,698.0,967.0,0.5336870296766141
스타일/NNG,5.0,24.0,29.0,0.2885018174676864
실적시즌/NNG,19.0,46.0,65.0,0.5719862120228911
관행/NNG,25.0,46.0,71.0,0.7526134368722251
도표/NNG,211.0,898.0,1109.0,0.3253837870058716
산출/NNG,109.0,245.0,354.0,0.6160985750983409
도급/NNG,6.0,11.0,17.0,0.7553502130063061
주식펀드/NNG,176.0,356.0,532.0,0.6846245376311838
만성/NNG,15.0,37.0,52.0,0.5614089420992815
든든/NNG,10.0,32.0,42.0,0.4327527262015295
들어선다/VV,5.0,14.0,19.0,0.49457454423031944
각사/NNG,19.0,49.0,68.0,0.5369666480214896
항구/NNG,6.0,19.0,25.0,0.43730801805628244
사이/NNG,251.0,472.0,723.0,0.736413113739552
안목/NNG,4.0,14.0,18.0,0.3956596353842556
신용경색/NNG,71.0,288.0,359.0,0.34139381733676216
합성/NNG,65.0,125.0,190.0,0.7201005363993451
관절염/NNG,5.0,12.0,17.0,0.5770036349353728
opec/NNG,104.0,212.0,316.0,0.6793401286786276
자리매김/NNG,5.0,15.0,20.0,0.4616029079482982
서학/NNG,16.0,57.0,73.0,0.3887182382722511
공단채/NNG,5.0,17.0,22.0,0.4072966834837925
운전자금/NNG,16.0,54.0,70.0,0.4103136959540428
구인/NNG,21.0,86.0,107.0,0.3381509674504975
빌미/NNG,15.0,31.0,46.0,0.6700687373443037
모범/NNG,11.0,61.0,72.0,0.24971960593924328
역사/NNG,46.0,146.0,192.0,0.4363095979237339
한데/NNG,7.0,18.0,25.0,0.5385367259396812
마치/VV,327.0,766.0,1093.0,0.5911650818502356
이력/NNG,20.0,42.0,62.0,0.659432725640426
저리/NNG,23.0,42.0,65.0,0.7583476344864899
비시/NNG,6.0,17.0,23.0,0.488756020180551
팬데믹/NNG,101.0,191.0,292.0,0.7322810529232164
지표/NNG;양호/NNG,8.0,15.0,23.0,0.7385646527172772
취하/NNG,41.0,78.0,119.0,0.7279122779184702
경기민감주/NNG,6.0,14.0,20.0,0.5934894530763833
일괄/NNG,12.0,29.0,41.0,0.5730242995220253
계약금/NNG,32.0,95.0,127.0,0.4664618859267013
대학/NNG,32.0,67.0,99.0,0.6614011815378601
섣불/VA,16.0,30.0,46.0,0.7385646527172772
본유/NNG,3.0,27.0,30.0,0.15386763598276604
판매/NNG;호조/NNG,8.0,22.0,30.0,0.5035668086708708
사업계획/NNG,4.0,30.0,34.0,0.1846411631793193
수료/NNG,6.0,12.0,18.0,0.6924043619224473
배당투자/NNG,3.0,21.0,24.0,0.19782981769212776
현장/NNG,76.0,200.0,276.0,0.5262273150610599
범일/NNG,13.0,29.0,42.0,0.6207763244821941
금리/NNG;떨어/VV,16.0,32.0,48.0,0.6924043619224473
구조화채권/NNG,32.0,109.0,141.0,0.4065493501196021
파킹/NNG,44.0,89.0,133.0,0.6846245376311838
잡음/NNG,7.0,16.0,23.0,0.6058538166821413
대형사/NNG,6.0,13.0,19.0,0.6391424879284128
정황/NNG,9.0,29.0,38.0,0.42976822464151904
공개/NNG,391.0,764.0,1155.0,0.7087175536954892
불확실성/NNG;높/VV,7.0,14.0,21.0,0.6924043619224471
금융감독당국/NNG,4.0,15.0,19.0,0.3692823263586386
행동주의/NNG,12.0,46.0,58.0,0.3612544496986681
검역/NNG,1.0,25.0,26.0,0.05539234895379578
신년사/NNG,3.0,46.0,49.0,0.09031361242466703
드린다/VV,6.0,14.0,20.0,0.5934894530763833
답했/VV,4.0,16.0,20.0,0.3462021809612236
촬영/NNG,7.0,30.0,37.0,0.3231220355638087
급매물/NNG,9.0,19.0,28.0,0.6559620270844237
재현/NNG,32.0,60.0,92.0,0.7385646527172772
지급/NNG,380.0,692.0,1072.0,0.7604440969090461
국신/NNG,9.0,44.0,53.0,0.2832563298773648
가리/VV,20.0,43.0,63.0,0.6440970808580905
현금비중/NNG,8.0,23.0,31.0,0.48167259959822417
경제/NNG;전망/NNG;하향/NNG,16.0,41.0,57.0,0.5404131605248369
세트/NNG,9.0,22.0,31.0,0.5665126597547296
대손충당금비율/NNG,6.0,13.0,19.0,0.6391424879284128
제조사/NNG,10.0,22.0,32.0,0.6294585108385884
구독료/NNG,1.0,22.0,23.0,0.06294585108385885
발권력/NNG,14.0,38.0,52.0,0.5101926877323295
루터/NNG,1.0,16.0,17.0,0.0865505452403059
중소협력사/NNG,1.0,20.0,21.0,0.06924043619224472
진짜/MAG,8.0,24.0,32.0,0.4616029079482982
향하/VV,79.0,194.0,273.0,0.5639169545553951
인프라/NNG,201.0,521.0,722.0,0.5342544212914084
방어/NNG,156.0,284.0,440.0,0.7606695807035336
밸런스/NNG,8.0,18.0,26.0,0.6154705439310643
편입비/NNG,1.0,22.0,23.0,0.06294585108385885
중위/NNG,4.0,35.0,39.0,0.15826385415370223
무역장벽/NNG,6.0,15.0,21.0,0.5539234895379578
원유/NNG;재고/NNG;감소/NNG,4.0,14.0,18.0,0.3956596353842556
근방/NNG,3.0,15.0,18.0,0.2769617447689789
리서치팀/NNG,10.0,33.0,43.0,0.4196390072257256
첫날/NNG,22.0,52.0,74.0,0.5858806139343785
리드/NNG,7.0,15.0,22.0,0.6462440711276174
밀착/NNG,4.0,14.0,18.0,0.3956596353842556
경기/NNG;전망/NNG;하향/NNG,4.0,13.0,17.0,0.42609499195227524
대출/NNG;확대/NNG,11.0,24.0,35.0,0.63470399842891
수익성/NNG;확보/NNG,6.0,16.0,22.0,0.5193032714418354
전고점/NNG,45.0,102.0,147.0,0.6109450252256887
금과/NNG,10.0,34.0,44.0,0.4072966834837925
드라이빙/NNG,7.0,13.0,20.0,0.7456662359164816
차주/NNG,79.0,251.0,330.0,0.43585613220616204
금융기업/NNG,28.0,111.0,139.0,0.34932111952844186
전망보고서/NNG,19.0,37.0,56.0,0.7111179933257565
시티/NNG,72.0,133.0,205.0,0.7496708880964843
전세임대주택/NNG,3.0,15.0,18.0,0.2769617447689789
주택건설협회/NNG,7.0,20.0,27.0,0.484683053345713
초유/NNG,6.0,13.0,19.0,0.6391424879284128
매입자산/NNG,8.0,15.0,23.0,0.7385646527172772
뜻한다/VV,14.0,47.0,61.0,0.4124962156133728
하여금/MAG,20.0,37.0,57.0,0.7485452561323754
여론조사/NNG,29.0,82.0,111.0,0.48974942672563343
놀이터/NNG,5.0,22.0,27.0,0.3147292554192942
m&a/NNG,157.0,291.0,448.0,0.7471304798750805
유로안정화기구/NNG,4.0,15.0,19.0,0.3692823263586386
개정안/NNG,72.0,139.0,211.0,0.7173109936462764
갇혀/VV,6.0,15.0,21.0,0.5539234895379578
거대/NNG,13.0,26.0,39.0,0.6924043619224473
피력/NNG,50.0,111.0,161.0,0.6237877134436461
전혀/MAG,49.0,102.0,151.0,0.6652512496901943
금리/NNG;인하/NNG;가능성/NNG;하락/NNG,3.0,19.0,22.0,0.21865400902814122
외화예금/NNG,7.0,16.0,23.0,0.6058538166821413
극심/NNG,9.0,20.0,29.0,0.6231639257302025
과대/NNG,9.0,18.0,27.0,0.6924043619224473
발행희망금액/NNG,7.0,15.0,22.0,0.6462440711276174
나눈/VV,11.0,24.0,35.0,0.63470399842891
기반시설/NNG,6.0,11.0,17.0,0.7553502130063061
꼼꼼히/MAG,4.0,18.0,22.0,0.30773527196553213
생략/NNG,4.0,32.0,36.0,0.1731010904806118
연체/NNG,64.0,203.0,267.0,0.43658994249297167
드림/NNG,11.0,29.0,40.0,0.5252722745618565
기대/NNG;후퇴/NNG,4.0,13.0,17.0,0.42609499195227524
우산/NNG,12.0,73.0,85.0,0.22763979022107855
페그제/NNG,2.0,18.0,20.0,0.15386763598276607
파트/NNG,27.0,79.0,106.0,0.4732890575166095
누리/VV,87.0,169.0,256.0,0.7128896980739989
자정/NNG,6.0,11.0,17.0,0.7553502130063061
실수요자/NNG,15.0,28.0,43.0,0.7418618163454792
재해/NNG,7.0,35.0,42.0,0.27696174476897883
철수/NNG,20.0,55.0,75.0,0.5035668086708707
유로존/NNG;위험/NNG;완화/NNG,6.0,12.0,18.0,0.6924043619224473
생활/NNG,89.0,174.0,263.0,0.7083217035758368
성수품/NNG,2.0,15.0,17.0,0.1846411631793193
근무/NNG,50.0,100.0,150.0,0.6924043619224471
민영화/NNG,17.0,45.0,62.0,0.5231499623414045
매출원가/NNG,1.0,24.0,25.0,0.05770036349353728
배분/NNG,23.0,75.0,98.0,0.4246746753124343
스타/NNG,39.0,127.0,166.0,0.4252562222830778
대환대출/NNG,56.0,240.0,296.0,0.3231220355638087
기숙사/NNG,1.0,23.0,24.0,0.06020907494977802
민족/NNG,4.0,19.0,23.0,0.2915386787041883
부동산임대업/NNG,8.0,20.0,28.0,0.5539234895379578
자보/NNG,7.0,13.0,20.0,0.7456662359164816
깜짝/MAG,26.0,88.0,114.0,0.4091480320450825
알파/NNG,17.0,62.0,79.0,0.37970561782843876
수년/NNG,36.0,75.0,111.0,0.6647081874455493
코스닥/NNG,218.0,539.0,757.0,0.5600896137257645
업유/NNG,3.0,38.0,41.0,0.10932700451407061
혹시/MAG,7.0,18.0,25.0,0.5385367259396812
이윤/NNG,6.0,21.0,27.0,0.3956596353842555
정비/NNG,54.0,101.0,155.0,0.7403927830457852
이웃/NNG,5.0,14.0,19.0,0.49457454423031944
요즘/NNG,11.0,28.0,39.0,0.5440319986533515
출생/NNG,42.0,156.0,198.0,0.37283311795824087
지표채권/NNG,9.0,28.0,37.0,0.44511708980728754
선언/NNG,86.0,175.0,261.0,0.6805345728609196
시달리/VV,12.0,30.0,42.0,0.5539234895379578
개발사업/NNG,31.0,63.0,94.0,0.6814138164951068
돌려주/VV,6.0,15.0,21.0,0.5539234895379578
이름/NNG,51.0,120.0,171.0,0.5885437076340803
따져/VV,17.0,31.0,48.0,0.7594112356568775
통화/NNG;완화/NNG,37.0,74.0,111.0,0.6924043619224473
최초/NNG,181.0,356.0,537.0,0.7040740983593423
국감/NNG,6.0,11.0,17.0,0.7553502130063061
자산관리/NNG,98.0,226.0,324.0,0.6004922784814144
싸움/NNG,13.0,37.0,50.0,0.48655441648604403
상계/NNG,16.0,30.0,46.0,0.7385646527172772
블루칩/NNG,29.0,108.0,137.0,0.37184678695835127
특파원/NNG,67.0,140.0,207.0,0.662729889268628
수요/NNG;급증/NNG,9.0,23.0,32.0,0.5418816745480022
완공/NNG,13.0,30.0,43.0,0.6000837803327876
임의경매/NNG,7.0,18.0,25.0,0.5385367259396812
개혁안/NNG,43.0,120.0,163.0,0.49622312604442054
금현/NNG,6.0,47.0,53.0,0.1767840924057312
수출금융/NNG,3.0,17.0,20.0,0.2443780100902755
장마/NNG,13.0,30.0,43.0,0.6000837803327876
오피니언/NNG,10.0,24.0,34.0,0.5770036349353728
상품권/NNG,7.0,40.0,47.0,0.2423415266728565
천연가스/NNG,44.0,85.0,129.0,0.7168421629314748
손상/NNG,17.0,51.0,68.0,0.46160290794829817
미주/NNG,3.0,18.0,21.0,0.23080145397414906
장기간/NNG,142.0,263.0,405.0,0.7476914022280419
국향/NNG,10.0,24.0,34.0,0.5770036349353728
단점/NNG,18.0,51.0,69.0,0.488756020180551
언와인딩/NNG,7.0,16.0,23.0,0.6058538166821413
비트코인/NNG,185.0,982.0,1167.0,0.26088555388116647
차유/NNG,7.0,20.0,27.0,0.484683053345713
근래/NNG,12.0,28.0,40.0,0.5934894530763833
도는/VV,4.0,15.0,19.0,0.3692823263586386
결정변수/NNG,6.0,11.0,17.0,0.7553502130063061
고액자산가/NNG,7.0,22.0,29.0,0.44062095758701186
오피스텔/NNG,63.0,169.0,232.0,0.5162304710191027
조합/NNG,64.0,134.0,198.0,0.6614011815378601
운용리스/NNG,2.0,15.0,17.0,0.1846411631793193
보호주의/NNG,4.0,15.0,19.0,0.3692823263586386
적시/NNG,6.0,13.0,19.0,0.6391424879284128
엔저/NNG,66.0,152.0,218.0,0.6012985248273884
청구권/NNG,3.0,35.0,38.0,0.11869789061527665
asp/NNG,4.0,15.0,19.0,0.3692823263586386
수소/NNG,6.0,44.0,50.0,0.18883755325157653
예대율/NNG,78.0,149.0,227.0,0.724933425905381
부동산/NNG;침체/NNG,18.0,37.0,55.0,0.6736907305191379
설명회/NNG,15.0,50.0,65.0,0.4154426171534683
예컨대/MAG,11.0,20.0,31.0,0.761644798114692
전례/NNG,14.0,29.0,43.0,0.6685283494423628
극명/NNG,7.0,16.0,23.0,0.6058538166821413
어로/NNG,9.0,57.0,66.0,0.21865400902814125
쟁점/NNG,19.0,41.0,60.0,0.6417406281232437
육아/NNG,14.0,84.0,98.0,0.23080145397414906
서민/NNG,57.0,214.0,271.0,0.3688509217717709
동체/NNG,4.0,14.0,18.0,0.3956596353842556
스톡/NNG,8.0,17.0,25.0,0.651674693574068
임대차/NNG,15.0,52.0,67.0,0.39946405495525805
안정형/NNG,7.0,13.0,20.0,0.7456662359164816
전망/NNG;안정/NNG,8.0,23.0,31.0,0.48167259959822417
점심/NNG,6.0,16.0,22.0,0.5193032714418354
기한이익상실/NNG,9.0,36.0,45.0,0.3462021809612236
도약/NNG,25.0,70.0,95.0,0.4945745442303194
내림/NNG,31.0,74.0,105.0,0.5801225735025909
범어/NNG,13.0,29.0,42.0,0.6207763244821941
모빌리티/NNG,5.0,30.0,35.0,0.2308014539741491
소규모/NNG,23.0,78.0,101.0,0.4083410339542638
굵직/NNG,12.0,27.0,39.0,0.6154705439310642
읽힌다/VV,6.0,12.0,18.0,0.6924043619224473
거래일/NNG,827.0,2151.0,2978.0,0.5324206483587763
시장조성/NNG,25.0,59.0,84.0,0.5867833575613959
투매/NNG,9.0,27.0,36.0,0.46160290794829817
집값/NNG;상승/NNG,8.0,16.0,24.0,0.6924043619224473
환노출/NNG,7.0,27.0,34.0,0.3590244839597874
작전/NNG,7.0,15.0,22.0,0.6462440711276174
금리/NNG;인하/NNG;기대/NNG;되돌/VV,6.0,21.0,27.0,0.3956596353842555
재정증권/NNG,20.0,67.0,87.0,0.4133757384611625
직접지원/NNG,6.0,11.0,17.0,0.7553502130063061
온누리상품권/NNG,6.0,23.0,29.0,0.3612544496986681
차단/NNG,61.0,114.0,175.0,0.7409941417064786
보일지/VV,6.0,11.0,17.0,0.7553502130063061
자산유동화증권/NNG,24.0,70.0,94.0,0.4747915624611066
리더/NNG,11.0,30.0,41.0,0.507763198743128
금리/NNG;인하/NNG;기대/NNG;약화/NNG,27.0,53.0,80.0,0.705468595166267
규준/NNG,6.0,31.0,37.0,0.2680274949377215
바이/MAG,10.0,47.0,57.0,0.294640154009552
입주민/NNG,14.0,52.0,66.0,0.3728331179582408
채권/NNG;가격/NNG;하락/NNG,3.0,16.0,19.0,0.2596516357209177
발행비용/NNG,6.0,12.0,18.0,0.6924043619224473
감소분/NNG,9.0,20.0,29.0,0.6231639257302025
파트너십/NNG,6.0,27.0,33.0,0.3077352719655321
단기자금시장/NNG,61.0,169.0,230.0,0.49984220209786134
전통시장/NNG,11.0,42.0,53.0,0.3626879991022343
나가/VV,52.0,112.0,164.0,0.6429469074994153
토큰/NNG,7.0,36.0,43.0,0.2692683629698406
연령/NNG,58.0,123.0,181.0,0.6529992356341779
화약/NNG,4.0,13.0,17.0,0.42609499195227524
전사/NNG,10.0,21.0,31.0,0.659432725640426
혼조/NNG,149.0,304.0,453.0,0.6787384863581885
덕우/NNG,7.0,15.0,22.0,0.6462440711276174
예방/NNG,28.0,56.0,84.0,0.6924043619224471
밑돈/NNG,4.0,13.0,17.0,0.42609499195227524
원래/MAG,8.0,19.0,27.0,0.5830773574083766
금리/NNG;인하/NNG;기대/NNG;높/VV,4.0,14.0,18.0,0.3956596353842556
대항/NNG,3.0,20.0,23.0,0.20772130857673415
영원/NNG,5.0,16.0,21.0,0.4327527262015295
금남/NNG,13.0,29.0,42.0,0.6207763244821941
뛰어나/VA,7.0,35.0,42.0,0.27696174476897883
구제금융기금/NNG,8.0,17.0,25.0,0.651674693574068
금리/NNG;상승/NNG;금리/NNG;인하/NNG,3.0,16.0,19.0,0.2596516357209177
라이브/NNG,14.0,31.0,45.0,0.6253974881880168
소득공제/NNG,17.0,42.0,59.0,0.5605178167943621
성명문/NNG,11.0,34.0,45.0,0.4480263518321718
아쉬움/NNG,5.0,12.0,17.0,0.5770036349353728
실망/NNG,123.0,227.0,350.0,0.750358912039304
역외/NNG;상승/NNG,8.0,30.0,38.0,0.3692823263586386
당면/NNG,10.0,35.0,45.0,0.3956596353842555
렌치/NNG,4.0,22.0,26.0,0.2517834043354354
재계/NNG,9.0,25.0,34.0,0.49853114058416204
시스템/NNG;위험/NNG,7.0,17.0,24.0,0.5702153568773095
장학금/NNG,4.0,44.0,48.0,0.1258917021677177
가미/NNG,12.0,26.0,38.0,0.6391424879284128
오르/VV,2693.0,5116.0,7809.0,0.7289464216798868
배려/NNG,6.0,31.0,37.0,0.2680274949377215
부채/NNG;부담/NNG,14.0,26.0,40.0,0.7456662359164816
응답/NNG,53.0,163.0,216.0,0.45027522922564056
경기/NNG;안정/NNG,6.0,11.0,17.0,0.7553502130063061
비대/VV,42.0,81.0,123.0,0.718048967919575
시너지/NNG,13.0,47.0,60.0,0.38303220021241763
국민행복기금/NNG,1.0,27.0,28.0,0.05128921199425535
상하향/NNG,13.0,49.0,62.0,0.3673982328568087
기념/NNG,21.0,60.0,81.0,0.48468305334571316
실내/NNG,6.0,18.0,24.0,0.4616029079482981
인증/NNG,31.0,67.0,98.0,0.6407323946148018
보증금/NNG,24.0,123.0,147.0,0.27020658026241845
양산/NNG,25.0,47.0,72.0,0.73660038502388
컨소시엄/NNG,14.0,55.0,69.0,0.35249676606960945
숏포지션/NNG,12.0,24.0,36.0,0.6924043619224473
소프트랜딩/NNG,3.0,14.0,17.0,0.29674472653819167
政策/NNG,2.0,17.0,19.0,0.162918673393517
실익/NNG,8.0,15.0,23.0,0.7385646527172772
강의/NNG,5.0,23.0,28.0,0.3010453747488901
전장/NNG,159.0,375.0,534.0,0.5871588989102352
공유/NNG,61.0,135.0,196.0,0.6257283863299152
조업/NNG,4.0,15.0,19.0,0.3692823263586386
원스톱/NNG,9.0,36.0,45.0,0.3462021809612236
초중/NNG,6.0,22.0,28.0,0.37767510650315306
수자원공사/NNG,30.0,55.0,85.0,0.7553502130063061
타운/NNG,27.0,51.0,78.0,0.7331340302708265
메커니즘/NNG,23.0,44.0,67.0,0.7238772874643767
재판/NNG,10.0,21.0,31.0,0.659432725640426
배당가능이익/NNG,4.0,32.0,36.0,0.1731010904806118
