,날짜,종가,한달 전 날짜
1379,2018-11-16,1.52,2018-10-16
1380,2018-11-15,1.51,2018-10-15
1381,2018-11-14,1.5,2018-10-14
1382,2018-11-13,1.51,2018-10-13
1383,2018-11-12,1.5,2018-10-12
1384,2018-11-09,1.49,2018-10-09
1385,2018-11-08,1.48,2018-10-08
1386,2018-11-07,1.48,2018-10-07
1387,2018-11-06,1.44,2018-10-06
1388,2018-11-05,1.47,2018-10-05
1389,2018-11-02,1.45,2018-10-02
1390,2018-11-01,1.51,2018-10-01
1391,2018-10-31,1.57,2018-09-30
1392,2018-10-30,1.49,2018-09-30
1393,2018-10-29,1.49,2018-09-29
1394,2018-10-26,1.53,2018-09-26
1395,2018-10-25,1.54,2018-09-25
1396,2018-10-24,1.56,2018-09-24
1397,2018-10-23,1.54,2018-09-23
1398,2018-10-22,1.53,2018-09-22
1399,2018-10-19,1.5,2018-09-19
1400,2018-10-18,1.5,2018-09-18
1401,2018-10-17,1.51,2018-09-17
1402,2018-10-16,1.49,2018-09-16
1403,2018-10-15,1.5,2018-09-15
1404,2018-10-12,1.52,2018-09-12
1405,2018-10-11,1.5,2018-09-11
1406,2018-10-10,1.48,2018-09-10
1407,2018-10-08,1.47,2018-09-08
1408,2018-10-05,1.5,2018-09-05
1409,2018-10-04,1.5,2018-09-04
1410,2018-10-02,1.51,2018-09-02
1411,2018-10-01,1.55,2018-09-01
1412,2018-09-28,1.65,2018-08-28
1413,2018-09-27,1.59,2018-08-27
1414,2018-09-21,1.6,2018-08-21
1415,2018-09-20,1.55,2018-08-20
1416,2018-09-19,1.51,2018-08-19
1417,2018-09-18,1.51,2018-08-18
1418,2018-09-17,1.51,2018-08-17
1419,2018-09-14,1.51,2018-08-14
1420,2018-09-13,1.52,2018-08-13
1421,2018-09-12,1.51,2018-08-12
1422,2018-09-11,1.52,2018-08-11
1423,2018-09-10,1.55,2018-08-10
1424,2018-09-07,1.64,2018-08-07
1425,2018-09-06,1.51,2018-08-06
1426,2018-09-05,1.49,2018-08-05
1427,2018-09-04,1.45,2018-08-04
1428,2018-09-03,1.54,2018-08-03
1429,2018-08-31,1.55,2018-07-31
1430,2018-08-30,1.51,2018-07-30
1431,2018-08-29,1.49,2018-07-29
1432,2018-08-28,1.49,2018-07-28
1433,2018-08-27,1.49,2018-07-27
1434,2018-08-24,1.48,2018-07-24
1435,2018-08-23,1.5,2018-07-23
1436,2018-08-22,1.49,2018-07-22
1437,2018-08-21,1.49,2018-07-21
1438,2018-08-20,1.5,2018-07-20
1439,2018-08-17,1.49,2018-07-17
1440,2018-08-16,1.49,2018-07-16
1441,2018-08-14,1.49,2018-07-14
1442,2018-08-13,1.49,2018-07-13
1443,2018-08-10,1.48,2018-07-10
1444,2018-08-09,1.49,2018-07-09
1445,2018-08-08,1.48,2018-07-08
1446,2018-08-07,1.44,2018-07-07
1447,2018-08-06,1.49,2018-07-06
1448,2018-08-03,1.49,2018-07-03
1449,2018-08-02,1.49,2018-07-02
1450,2018-08-01,1.5,2018-07-01
1451,2018-07-31,1.52,2018-06-30
1452,2018-07-30,1.49,2018-06-30
1453,2018-07-27,1.49,2018-06-27
1454,2018-07-26,1.5,2018-06-26
1455,2018-07-25,1.5,2018-06-25
1456,2018-07-24,1.5,2018-06-24
1457,2018-07-23,1.48,2018-06-23
1458,2018-07-20,1.48,2018-06-20
1459,2018-07-19,1.48,2018-06-19
1460,2018-07-18,1.48,2018-06-18
1461,2018-07-17,1.47,2018-06-17
1462,2018-07-16,1.49,2018-06-16
1463,2018-07-13,1.48,2018-06-13
1464,2018-07-12,1.51,2018-06-12
1465,2018-07-11,1.48,2018-06-11
1466,2018-07-10,1.49,2018-06-10
1467,2018-07-09,1.49,2018-06-09
1468,2018-07-06,1.43,2018-06-06
1469,2018-07-05,1.46,2018-06-05
1470,2018-07-04,1.46,2018-06-04
1471,2018-07-03,1.47,2018-06-03
1472,2018-07-02,1.53,2018-06-02
1473,2018-06-29,1.57,2018-05-29
1474,2018-06-28,1.53,2018-05-28
1475,2018-06-27,1.49,2018-05-27
1476,2018-06-26,1.46,2018-05-26
1477,2018-06-25,1.5,2018-05-25
1478,2018-06-22,1.5,2018-05-22
1479,2018-06-21,1.49,2018-05-21
1480,2018-06-20,1.49,2018-05-20
1481,2018-06-19,1.47,2018-05-19
1482,2018-06-18,1.49,2018-05-18
1483,2018-06-15,1.49,2018-05-15
1484,2018-06-14,1.49,2018-05-14
1485,2018-06-12,1.47,2018-05-12
1486,2018-06-11,1.47,2018-05-11
1487,2018-06-08,1.49,2018-05-08
1488,2018-06-07,1.46,2018-05-07
1489,2018-06-05,1.48,2018-05-05
1490,2018-06-04,1.44,2018-05-04
1491,2018-06-01,1.5,2018-05-01
1492,2018-05-31,1.55,2018-04-30
1493,2018-05-30,1.52,2018-04-30
1494,2018-05-29,1.5,2018-04-29
1495,2018-05-28,1.51,2018-04-28
1496,2018-05-25,1.51,2018-04-25
1497,2018-05-24,1.5,2018-04-24
1498,2018-05-23,1.5,2018-04-23
1499,2018-05-21,1.49,2018-04-21
1500,2018-05-18,1.49,2018-04-18
1501,2018-05-17,1.48,2018-04-17
1502,2018-05-16,1.49,2018-04-16
1503,2018-05-15,1.49,2018-04-15
1504,2018-05-14,1.49,2018-04-14
1505,2018-05-11,1.49,2018-04-11
1506,2018-05-10,1.49,2018-04-10
1507,2018-05-09,1.48,2018-04-09
1508,2018-05-08,1.48,2018-04-08
1509,2018-05-04,1.49,2018-04-04
1510,2018-05-03,1.49,2018-04-03
1511,2018-05-02,1.5,2018-04-02
1512,2018-04-30,1.51,2018-03-30
1513,2018-04-27,1.46,2018-03-27
1514,2018-04-26,1.48,2018-03-26
1515,2018-04-25,1.48,2018-03-25
1516,2018-04-24,1.48,2018-03-24
1517,2018-04-23,1.47,2018-03-23
1518,2018-04-20,1.47,2018-03-20
1519,2018-04-19,1.47,2018-03-19
1520,2018-04-18,1.47,2018-03-18
1521,2018-04-17,1.47,2018-03-17
1522,2018-04-16,1.46,2018-03-16
1523,2018-04-13,1.49,2018-03-13
1524,2018-04-12,1.48,2018-03-12
1525,2018-04-11,1.48,2018-03-11
1526,2018-04-10,1.49,2018-03-10
1527,2018-04-09,1.48,2018-03-09
1528,2018-04-06,1.44,2018-03-06
1529,2018-04-05,1.46,2018-03-05
1530,2018-04-04,1.46,2018-03-04
1531,2018-04-03,1.44,2018-03-03
1532,2018-04-02,1.49,2018-03-02
1533,2018-03-30,1.54,2018-02-28
1534,2018-03-29,1.48,2018-02-28
1535,2018-03-28,1.48,2018-02-28
1536,2018-03-27,1.48,2018-02-27
1537,2018-03-26,1.5,2018-02-26
1538,2018-03-23,1.51,2018-02-23
1539,2018-03-22,1.5,2018-02-22
1540,2018-03-21,1.49,2018-02-21
1541,2018-03-20,1.49,2018-02-20
1542,2018-03-19,1.5,2018-02-19
1543,2018-03-16,1.5,2018-02-16
1544,2018-03-15,1.49,2018-02-15
1545,2018-03-14,1.5,2018-02-14
1546,2018-03-13,1.5,2018-02-13
1547,2018-03-12,1.5,2018-02-12
1548,2018-03-09,1.49,2018-02-09
1549,2018-03-08,1.5,2018-02-08
1550,2018-03-07,1.48,2018-02-07
1551,2018-03-06,1.43,2018-02-06
1552,2018-03-05,1.46,2018-02-05
1553,2018-03-02,1.5,2018-02-02
1554,2018-02-28,1.51,2018-01-28
1555,2018-02-27,1.5,2018-01-27
1556,2018-02-26,1.48,2018-01-26
1557,2018-02-23,1.48,2018-01-23
1558,2018-02-22,1.49,2018-01-22
1559,2018-02-21,1.48,2018-01-21
1560,2018-02-20,1.48,2018-01-20
1561,2018-02-19,1.5,2018-01-19
1562,2018-02-14,1.51,2018-01-14
1563,2018-02-13,1.51,2018-01-13
1564,2018-02-12,1.51,2018-01-12
1565,2018-02-09,1.5,2018-01-09
1566,2018-02-08,1.47,2018-01-08
1567,2018-02-07,1.49,2018-01-07
1568,2018-02-06,1.47,2018-01-06
1569,2018-02-05,1.48,2018-01-05
1570,2018-02-02,1.46,2018-01-02
1571,2018-02-01,1.5,2018-01-01
1572,2018-01-31,1.54,2017-12-31
1573,2018-01-30,1.49,2017-12-30
1574,2018-01-29,1.49,2017-12-29
1575,2018-01-26,1.49,2017-12-26
1576,2018-01-25,1.49,2017-12-25
1577,2018-01-24,1.49,2017-12-24
1578,2018-01-23,1.49,2017-12-23
1579,2018-01-22,1.49,2017-12-22
1580,2018-01-19,1.49,2017-12-19
1581,2018-01-18,1.49,2017-12-18
1582,2018-01-17,1.49,2017-12-17
1583,2018-01-16,1.5,2017-12-16
1584,2018-01-15,1.5,2017-12-15
1585,2018-01-12,1.5,2017-12-12
1586,2018-01-11,1.5,2017-12-11
1587,2018-01-10,1.51,2017-12-10
1588,2018-01-09,1.49,2017-12-09
1589,2018-01-08,1.46,2017-12-08
1590,2018-01-05,1.47,2017-12-05
1591,2018-01-04,1.48,2017-12-04
1592,2018-01-03,1.5,2017-12-03
1593,2018-01-02,1.52,2017-12-02
1594,2017-12-29,1.58,2017-11-29
1595,2017-12-28,1.55,2017-11-28
1596,2017-12-27,1.51,2017-11-27
1597,2017-12-26,1.52,2017-11-26
1598,2017-12-22,1.51,2017-11-22
1599,2017-12-21,1.53,2017-11-21
1600,2017-12-20,1.51,2017-11-20
1601,2017-12-19,1.5,2017-11-19
1602,2017-12-18,1.5,2017-11-18
1603,2017-12-15,1.51,2017-11-15
1604,2017-12-14,1.5,2017-11-14
1605,2017-12-13,1.5,2017-11-13
1606,2017-12-12,1.51,2017-11-12
1607,2017-12-11,1.52,2017-11-11
1608,2017-12-08,1.52,2017-11-08
1609,2017-12-07,1.49,2017-11-07
1610,2017-12-06,1.48,2017-11-06
1611,2017-12-05,1.47,2017-11-05
1612,2017-12-04,1.48,2017-11-04
1613,2017-12-01,1.48,2017-11-01
1614,2017-11-30,1.53,2017-10-30
1615,2017-11-29,1.26,2017-10-29
1616,2017-11-28,1.26,2017-10-28
1617,2017-11-27,1.26,2017-10-27
1618,2017-11-24,1.25,2017-10-24
1619,2017-11-23,1.25,2017-10-23
1620,2017-11-22,1.24,2017-10-22
1621,2017-11-21,1.25,2017-10-21
1622,2017-11-20,1.25,2017-10-20
1623,2017-11-17,1.24,2017-10-17
1624,2017-11-16,1.24,2017-10-16
1625,2017-11-15,1.24,2017-10-15
1626,2017-11-14,1.24,2017-10-14
1627,2017-11-13,1.25,2017-10-13
1628,2017-11-10,1.24,2017-10-10
1629,2017-11-09,1.24,2017-10-09
1630,2017-11-08,1.23,2017-10-08
1631,2017-11-07,1.25,2017-10-07
1632,2017-11-06,1.23,2017-10-06
1633,2017-11-03,1.24,2017-10-03
1634,2017-11-02,1.24,2017-10-02
1635,2017-11-01,1.24,2017-10-01
1636,2017-10-31,1.26,2017-09-30
1637,2017-10-30,1.23,2017-09-30
1638,2017-10-27,1.24,2017-09-27
1639,2017-10-26,1.25,2017-09-26
1640,2017-10-25,1.24,2017-09-25
1641,2017-10-24,1.24,2017-09-24
1642,2017-10-23,1.24,2017-09-23
1643,2017-10-20,1.24,2017-09-20
1644,2017-10-19,1.24,2017-09-19
1645,2017-10-18,1.24,2017-09-18
1646,2017-10-17,1.24,2017-09-17
1647,2017-10-16,1.25,2017-09-16
1648,2017-10-13,1.25,2017-09-13
1649,2017-10-12,1.25,2017-09-12
1650,2017-10-11,1.24,2017-09-11
1651,2017-10-10,1.26,2017-09-10
1652,2017-09-29,1.27,2017-08-29
1653,2017-09-28,1.26,2017-08-28
1654,2017-09-27,1.26,2017-08-27
1655,2017-09-26,1.25,2017-08-26
1656,2017-09-25,1.26,2017-08-25
1657,2017-09-22,1.25,2017-08-22
1658,2017-09-21,1.25,2017-08-21
1659,2017-09-20,1.25,2017-08-20
1660,2017-09-19,1.24,2017-08-19
1661,2017-09-18,1.25,2017-08-18
1662,2017-09-15,1.25,2017-08-15
1663,2017-09-14,1.26,2017-08-14
1664,2017-09-13,1.26,2017-08-13
1665,2017-09-12,1.26,2017-08-12
1666,2017-09-11,1.25,2017-08-11
1667,2017-09-08,1.25,2017-08-08
1668,2017-09-07,1.25,2017-08-07
1669,2017-09-06,1.24,2017-08-06
1670,2017-09-05,1.24,2017-08-05
1671,2017-09-04,1.25,2017-08-04
1672,2017-09-01,1.26,2017-08-01
1673,2017-08-31,1.27,2017-07-31
1674,2017-08-30,1.25,2017-07-30
1675,2017-08-29,1.25,2017-07-29
1676,2017-08-28,1.25,2017-07-28
1677,2017-08-25,1.24,2017-07-25
1678,2017-08-24,1.24,2017-07-24
1679,2017-08-23,1.23,2017-07-23
1680,2017-08-22,1.23,2017-07-22
1681,2017-08-21,1.23,2017-07-21
1682,2017-08-18,1.23,2017-07-18
1683,2017-08-17,1.22,2017-07-17
1684,2017-08-16,1.21,2017-07-16
1685,2017-08-14,1.21,2017-07-14
1686,2017-08-11,1.23,2017-07-11
1687,2017-08-10,1.23,2017-07-10
1688,2017-08-09,1.23,2017-07-09
1689,2017-08-08,1.18,2017-07-08
1690,2017-08-07,1.2,2017-07-07
1691,2017-08-04,1.22,2017-07-04
1692,2017-08-03,1.22,2017-07-03
1693,2017-08-02,1.21,2017-07-02
1694,2017-08-01,1.23,2017-07-01
1695,2017-07-31,1.24,2017-06-30
1696,2017-07-28,1.23,2017-06-28
1697,2017-07-27,1.24,2017-06-27
1698,2017-07-26,1.24,2017-06-26
1699,2017-07-25,1.24,2017-06-25
1700,2017-07-24,1.24,2017-06-24
1701,2017-07-21,1.24,2017-06-21
1702,2017-07-20,1.23,2017-06-20
1703,2017-07-19,1.23,2017-06-19
1704,2017-07-18,1.23,2017-06-18
1705,2017-07-17,1.23,2017-06-17
1706,2017-07-14,1.24,2017-06-14
1707,2017-07-13,1.24,2017-06-13
1708,2017-07-12,1.24,2017-06-12
1709,2017-07-11,1.24,2017-06-11
1710,2017-07-10,1.24,2017-06-10
1711,2017-07-07,1.24,2017-06-07
1712,2017-07-06,1.23,2017-06-06
1713,2017-07-05,1.22,2017-06-05
1714,2017-07-04,1.23,2017-06-04
1715,2017-07-03,1.26,2017-06-03
1716,2017-06-30,1.29,2017-05-30
1717,2017-06-29,1.27,2017-05-29
1718,2017-06-28,1.25,2017-05-28
1719,2017-06-27,1.25,2017-05-27
1720,2017-06-26,1.25,2017-05-26
1721,2017-06-23,1.24,2017-05-23
1722,2017-06-22,1.23,2017-05-22
1723,2017-06-21,1.23,2017-05-21
1724,2017-06-20,1.23,2017-05-20
1725,2017-06-19,1.23,2017-05-19
1726,2017-06-16,1.23,2017-05-16
1727,2017-06-15,1.23,2017-05-15
1728,2017-06-14,1.23,2017-05-14
1729,2017-06-13,1.23,2017-05-13
1730,2017-06-12,1.23,2017-05-12
1731,2017-06-09,1.23,2017-05-09
1732,2017-06-08,1.24,2017-05-08
1733,2017-06-07,1.23,2017-05-07
1734,2017-06-05,1.24,2017-05-05
1735,2017-06-02,1.22,2017-05-02
1736,2017-06-01,1.25,2017-05-01
1737,2017-05-31,1.26,2017-04-30
1738,2017-05-30,1.24,2017-04-30
1739,2017-05-29,1.23,2017-04-29
1740,2017-05-26,1.23,2017-04-26
1741,2017-05-25,1.22,2017-04-25
1742,2017-05-24,1.23,2017-04-24
1743,2017-05-23,1.23,2017-04-23
1744,2017-05-22,1.23,2017-04-22
1745,2017-05-19,1.23,2017-04-19
1746,2017-05-18,1.23,2017-04-18
1747,2017-05-17,1.23,2017-04-17
1748,2017-05-16,1.23,2017-04-16
1749,2017-05-15,1.23,2017-04-15
1750,2017-05-12,1.23,2017-04-12
1751,2017-05-11,1.23,2017-04-11
1752,2017-05-10,1.23,2017-04-10
1753,2017-05-08,1.23,2017-04-08
1754,2017-05-04,1.22,2017-04-04
1755,2017-05-02,1.22,2017-04-02
1756,2017-04-28,1.21,2017-03-28
1757,2017-04-27,1.17,2017-03-27
1758,2017-04-26,1.22,2017-03-26
1759,2017-04-25,1.23,2017-03-25
1760,2017-04-24,1.24,2017-03-24
1761,2017-04-21,1.24,2017-03-21
1762,2017-04-20,1.24,2017-03-20
1763,2017-04-19,1.23,2017-03-19
1764,2017-04-18,1.23,2017-03-18
1765,2017-04-17,1.23,2017-03-17
1766,2017-04-14,1.23,2017-03-14
1767,2017-04-13,1.23,2017-03-13
1768,2017-04-12,1.23,2017-03-12
1769,2017-04-11,1.23,2017-03-11
1770,2017-04-10,1.23,2017-03-10
1771,2017-04-07,1.23,2017-03-07
1772,2017-04-06,1.23,2017-03-06
1773,2017-04-05,1.23,2017-03-05
1774,2017-04-04,1.23,2017-03-04
1775,2017-04-03,1.25,2017-03-03
1776,2017-03-31,1.27,2017-02-28
1777,2017-03-30,1.25,2017-02-28
1778,2017-03-29,1.24,2017-02-28
1779,2017-03-28,1.22,2017-02-28
1780,2017-03-27,1.23,2017-02-27
1781,2017-03-24,1.22,2017-02-24
1782,2017-03-23,1.23,2017-02-23
1783,2017-03-22,1.22,2017-02-22
1784,2017-03-21,1.22,2017-02-21
1785,2017-03-20,1.22,2017-02-20
1786,2017-03-17,1.2,2017-02-17
1787,2017-03-16,1.22,2017-02-16
1788,2017-03-15,1.23,2017-02-15
1789,2017-03-14,1.23,2017-02-14
1790,2017-03-13,1.23,2017-02-13
1791,2017-03-10,1.24,2017-02-10
1792,2017-03-09,1.24,2017-02-09
1793,2017-03-08,1.23,2017-02-08
1794,2017-03-07,1.18,2017-02-07
1795,2017-03-06,1.2,2017-02-06
1796,2017-03-03,1.23,2017-02-03
1797,2017-03-02,1.24,2017-02-02
1798,2017-02-28,1.26,2017-01-28
1799,2017-02-27,1.24,2017-01-27
1800,2017-02-24,1.24,2017-01-24
1801,2017-02-23,1.24,2017-01-23
1802,2017-02-22,1.24,2017-01-22
1803,2017-02-21,1.23,2017-01-21
1804,2017-02-20,1.23,2017-01-20
1805,2017-02-17,1.23,2017-01-17
1806,2017-02-16,1.22,2017-01-16
1807,2017-02-15,1.23,2017-01-15
1808,2017-02-14,1.23,2017-01-14
1809,2017-02-13,1.23,2017-01-13
1810,2017-02-10,1.23,2017-01-10
1811,2017-02-09,1.23,2017-01-09
1812,2017-02-08,1.22,2017-01-08
1813,2017-02-07,1.21,2017-01-07
1814,2017-02-06,1.22,2017-01-06
1815,2017-02-03,1.23,2017-01-03
1816,2017-02-02,1.23,2017-01-02
1817,2017-02-01,1.23,2017-01-01
1818,2017-01-31,1.25,2016-12-31
1819,2017-01-26,1.26,2016-12-26
1820,2017-01-25,1.25,2016-12-25
1821,2017-01-24,1.25,2016-12-24
1822,2017-01-23,1.24,2016-12-23
1823,2017-01-20,1.24,2016-12-20
1824,2017-01-19,1.24,2016-12-19
1825,2017-01-18,1.23,2016-12-18
1826,2017-01-17,1.23,2016-12-17
1827,2017-01-16,1.24,2016-12-16
1828,2017-01-13,1.24,2016-12-13
1829,2017-01-12,1.23,2016-12-12
1830,2017-01-11,1.24,2016-12-11
1831,2017-01-10,1.25,2016-12-10
1832,2017-01-09,1.24,2016-12-09
1833,2017-01-06,1.24,2016-12-06
1834,2017-01-05,1.24,2016-12-05
1835,2017-01-04,1.24,2016-12-04
1836,2017-01-03,1.24,2016-12-03
1837,2017-01-02,1.26,2016-12-02
1838,2016-12-30,1.27,2016-11-30
1839,2016-12-29,1.24,2016-11-29
1840,2016-12-28,1.23,2016-11-28
1841,2016-12-27,1.24,2016-11-27
1842,2016-12-26,1.24,2016-11-26
1843,2016-12-23,1.24,2016-11-23
1844,2016-12-22,1.23,2016-11-22
1845,2016-12-21,1.22,2016-11-21
1846,2016-12-20,1.2,2016-11-20
1847,2016-12-19,1.23,2016-11-19
1848,2016-12-16,1.2,2016-11-16
1849,2016-12-15,1.22,2016-11-15
1850,2016-12-14,1.22,2016-11-14
1851,2016-12-13,1.22,2016-11-13
1852,2016-12-12,1.23,2016-11-12
1853,2016-12-09,1.23,2016-11-09
1854,2016-12-08,1.23,2016-11-08
1855,2016-12-07,1.23,2016-11-07
1856,2016-12-06,1.23,2016-11-06
1857,2016-12-05,1.2,2016-11-05
1858,2016-12-02,1.16,2016-11-02
1859,2016-12-01,1.21,2016-11-01
1860,2016-11-30,1.23,2016-10-30
1861,2016-11-29,1.2,2016-10-29
1862,2016-11-28,1.19,2016-10-28
1863,2016-11-25,1.22,2016-10-25
1864,2016-11-24,1.23,2016-10-24
1865,2016-11-23,1.23,2016-10-23
1866,2016-11-22,1.23,2016-10-22
1867,2016-11-21,1.19,2016-10-21
1868,2016-11-18,1.23,2016-10-18
1869,2016-11-17,1.24,2016-10-17
1870,2016-11-16,1.24,2016-10-16
1871,2016-11-15,1.24,2016-10-15
1872,2016-11-14,1.24,2016-10-14
1873,2016-11-11,1.23,2016-10-11
1874,2016-11-10,1.23,2016-10-10
1875,2016-11-09,1.24,2016-10-09
1876,2016-11-08,1.24,2016-10-08
1877,2016-11-07,1.24,2016-10-07
1878,2016-11-04,1.24,2016-10-04
1879,2016-11-03,1.22,2016-10-03
1880,2016-11-02,1.22,2016-10-02
1881,2016-11-01,1.22,2016-10-01
1882,2016-10-31,1.24,2016-09-30
1883,2016-10-28,1.18,2016-09-28
1884,2016-10-27,1.23,2016-09-27
1885,2016-10-26,1.23,2016-09-26
1886,2016-10-25,1.23,2016-09-25
1887,2016-10-24,1.24,2016-09-24
1888,2016-10-21,1.24,2016-09-21
1889,2016-10-20,1.23,2016-09-20
1890,2016-10-19,1.23,2016-09-19
1891,2016-10-18,1.23,2016-09-18
1892,2016-10-17,1.24,2016-09-17
1893,2016-10-14,1.24,2016-09-14
1894,2016-10-13,1.23,2016-09-13
1895,2016-10-12,1.24,2016-09-12
1896,2016-10-11,1.24,2016-09-11
1897,2016-10-10,1.23,2016-09-10
1898,2016-10-07,1.23,2016-09-07
1899,2016-10-06,1.24,2016-09-06
1900,2016-10-05,1.24,2016-09-05
1901,2016-10-04,1.25,2016-09-04
1902,2016-09-30,1.26,2016-08-30
1903,2016-09-29,1.25,2016-08-29
1904,2016-09-28,1.25,2016-08-28
1905,2016-09-27,1.24,2016-08-27
1906,2016-09-26,1.24,2016-08-26
1907,2016-09-23,1.24,2016-08-23
1908,2016-09-22,1.24,2016-08-22
1909,2016-09-21,1.24,2016-08-21
1910,2016-09-20,1.24,2016-08-20
1911,2016-09-19,1.24,2016-08-19
1912,2016-09-13,1.24,2016-08-13
1913,2016-09-12,1.24,2016-08-12
1914,2016-09-09,1.25,2016-08-09
1915,2016-09-08,1.25,2016-08-08
1916,2016-09-07,1.23,2016-08-07
1917,2016-09-06,1.24,2016-08-06
1918,2016-09-05,1.22,2016-08-05
1919,2016-09-02,1.23,2016-08-02
1920,2016-09-01,1.24,2016-08-01
1921,2016-08-31,1.25,2016-07-31
1922,2016-08-30,1.24,2016-07-30
1923,2016-08-29,1.24,2016-07-29
1924,2016-08-26,1.24,2016-07-26
1925,2016-08-25,1.24,2016-07-25
1926,2016-08-24,1.24,2016-07-24
1927,2016-08-23,1.23,2016-07-23
1928,2016-08-22,1.23,2016-07-22
1929,2016-08-19,1.23,2016-07-19
1930,2016-08-18,1.23,2016-07-18
1931,2016-08-17,1.23,2016-07-17
1932,2016-08-16,1.23,2016-07-16
1933,2016-08-12,1.23,2016-07-12
1934,2016-08-11,1.23,2016-07-11
1935,2016-08-10,1.23,2016-07-10
1936,2016-08-09,1.23,2016-07-09
1937,2016-08-08,1.23,2016-07-08
1938,2016-08-05,1.23,2016-07-05
1939,2016-08-04,1.23,2016-07-04
1940,2016-08-03,1.23,2016-07-03
1941,2016-08-02,1.23,2016-07-02
1942,2016-08-01,1.23,2016-07-01
1943,2016-07-29,1.24,2016-06-29
1944,2016-07-28,1.22,2016-06-28
1945,2016-07-27,1.21,2016-06-27
1946,2016-07-26,1.23,2016-06-26
1947,2016-07-25,1.23,2016-06-25
1948,2016-07-22,1.23,2016-06-22
1949,2016-07-21,1.23,2016-06-21
1950,2016-07-20,1.23,2016-06-20
1951,2016-07-19,1.23,2016-06-19
1952,2016-07-18,1.23,2016-06-18
1953,2016-07-15,1.23,2016-06-15
1954,2016-07-14,1.23,2016-06-14
1955,2016-07-13,1.23,2016-06-13
1956,2016-07-12,1.23,2016-06-12
1957,2016-07-11,1.23,2016-06-11
1958,2016-07-08,1.23,2016-06-08
1959,2016-07-07,1.23,2016-06-07
1960,2016-07-06,1.23,2016-06-06
1961,2016-07-05,1.23,2016-06-05
1962,2016-07-04,1.2,2016-06-04
1963,2016-07-01,1.2,2016-06-01
1964,2016-06-30,1.23,2016-05-30
1965,2016-06-29,1.22,2016-05-29
1966,2016-06-28,1.22,2016-05-28
1967,2016-06-27,1.24,2016-05-27
1968,2016-06-24,1.24,2016-05-24
1969,2016-06-23,1.24,2016-05-23
1970,2016-06-22,1.24,2016-05-22
1971,2016-06-21,1.24,2016-05-21
1972,2016-06-20,1.24,2016-05-20
1973,2016-06-17,1.24,2016-05-17
1974,2016-06-16,1.24,2016-05-16
1975,2016-06-15,1.24,2016-05-15
1976,2016-06-14,1.24,2016-05-14
1977,2016-06-13,1.24,2016-05-13
1978,2016-06-10,1.24,2016-05-10
1979,2016-06-09,1.24,2016-05-09
1980,2016-06-08,1.48,2016-05-08
1981,2016-06-07,1.49,2016-05-07
1982,2016-06-03,1.47,2016-05-03
1983,2016-06-02,1.49,2016-05-02
1984,2016-06-01,1.48,2016-05-01
1985,2016-05-31,1.48,2016-04-30
1986,2016-05-30,1.48,2016-04-30
1987,2016-05-27,1.48,2016-04-27
1988,2016-05-26,1.49,2016-04-26
1989,2016-05-25,1.49,2016-04-25
1990,2016-05-24,1.49,2016-04-24
1991,2016-05-23,1.49,2016-04-23
1992,2016-05-20,1.49,2016-04-20
1993,2016-05-19,1.49,2016-04-19
1994,2016-05-18,1.49,2016-04-18
1995,2016-05-17,1.49,2016-04-17
1996,2016-05-16,1.49,2016-04-16
1997,2016-05-13,1.49,2016-04-13
1998,2016-05-12,1.49,2016-04-12
1999,2016-05-11,1.54,2016-04-11
2000,2016-05-10,1.5,2016-04-10
2001,2016-05-09,1.48,2016-04-09
2002,2016-05-03,1.48,2016-04-03
2003,2016-05-02,1.48,2016-04-02
2004,2016-04-29,1.5,2016-03-29
2005,2016-04-28,1.48,2016-03-28
2006,2016-04-27,1.48,2016-03-27
2007,2016-04-26,1.49,2016-03-26
2008,2016-04-25,1.49,2016-03-25
2009,2016-04-22,1.48,2016-03-22
2010,2016-04-21,1.48,2016-03-21
2011,2016-04-20,1.49,2016-03-20
2012,2016-04-19,1.48,2016-03-19
2013,2016-04-18,1.49,2016-03-18
2014,2016-04-15,1.48,2016-03-15
2015,2016-04-14,1.49,2016-03-14
2016,2016-04-12,1.48,2016-03-12
2017,2016-04-11,1.48,2016-03-11
2018,2016-04-08,1.48,2016-03-08
2019,2016-04-07,1.48,2016-03-07
2020,2016-04-06,1.48,2016-03-06
2021,2016-04-05,1.49,2016-03-05
2022,2016-04-04,1.46,2016-03-04
2023,2016-04-01,1.5,2016-03-01
2024,2016-03-31,1.53,2016-02-29
2025,2016-03-30,1.51,2016-02-29
2026,2016-03-29,1.49,2016-02-29
2027,2016-03-28,1.49,2016-02-28
2028,2016-03-25,1.49,2016-02-25
2029,2016-03-24,1.49,2016-02-24
2030,2016-03-23,1.49,2016-02-23
2031,2016-03-22,1.49,2016-02-22
2032,2016-03-21,1.49,2016-02-21
2033,2016-03-18,1.49,2016-02-18
2034,2016-03-17,1.48,2016-02-17
2035,2016-03-16,1.48,2016-02-16
2036,2016-03-15,1.48,2016-02-15
2037,2016-03-14,1.48,2016-02-14
2038,2016-03-11,1.48,2016-02-11
2039,2016-03-10,1.5,2016-02-10
2040,2016-03-09,1.48,2016-02-09
2041,2016-03-08,1.49,2016-02-08
2042,2016-03-07,1.49,2016-02-07
2043,2016-03-04,1.49,2016-02-04
